"ID","EXPLANATION","POOLID","QUESTION","EXPLANATION_GRAPHIC","HINT","HINT_GRAPHIC","QUESTION_GRAPHIC","STATUS","TYPE","TITLE","GRAPHIC","NEXT_QUESTION","LESSONID","IS_ENGLISH","QUESTION_GRAPHICID","HINT_GRAPHICID","EXPLANATION_GRAPHICID"
"1531321710000",,"97","Welche Begriffe passen zu einer virtuellen Lernumgebung (VLE)?",,"",,,"0","0","23 Virtuelle Lernumgebung (VLE)",,,"1606934766000","FALSE",,,
"1531381644000",,"97","Was passiert, wenn ein Kalendereintrag auf verschiedenen Geräten synchronisiert wird?",,"",,,"0","1","26 Kalendereintrag",,,"1606934766000","FALSE",,,
"1531381958000",,"97","Welche Art von App eignet sich am besten, um Fotos hochzuladen und mit anderen zu teilen?",,"",,,"0","1","24 Social Media App",,,"1606934766000","FALSE",,,
"1531393077000",,"97","Was bedeutet erhöhte Mobilität in Bezug auf Online-Zusammenarbeit?",,"",,,"0","0","25 erhöhte Mobilität",,,"1606934959000","FALSE",,,
"1531572400000",,"97","Lukas möchte eine App auf seinem Smartphone laden. Dieses holt er sich ...",,"",,,"0","1","13 App-Store",,,"1605954168000","FALSE",,,
"1542916029000","","3","Was trifft auf Rastergrafiken (Pixelgrafiken) zu?",,"<p><span style=""color: #008000;""><strong>Rastergrafiken</strong> </span>bestehen aus Bildpunkten (Pixel).</p><p>Bei der Vergr&#246;&#223;erung einer Rastergrafik werden die Bildpunkte sichtbar. Es tritt ein Qualit&#228;tsverlust ein.</p><p>Bei der Bearbeitung einer Rastergrafik werden die einzelnen Bildpunkte bearbeitet.</p>",,"ie_pixelgrafik.jpg","0","0","28 Pixelgrafiken",,,"1574190091000","FALSE","414",,
"1542916033000","<p>Auf <a href=""https://openclipart.org/"" rel=""noopener noreferrer"" target=""_blank"">https://openclipart.org/</a> findet man Vektorgrafiken wie z. B diese schöne Uhr: <a href=""https://openclipart.org/people/conte%20magnus/Orologio_da_Tasca.svg"" rel=""noopener noreferrer"" target=""_blank"">https://openclipart.org/people/conte%20magnus/Orologio_da_Tasca.svg</a></p>","3","Was trifft auf Vektorgrafiken zu? Grafik: Vektorgrafik",,"<p><strong style=""color: rgb(0, 128, 0);"">Vektorgrafiken</strong></p><ul><li>sind aus geometrischen Formen wie Linien, Kreisen, Polygonen oder allgemeinen Kurven zusammengesetzt.</li><li>können beliebig ohne Qualitätsverlust vergrößert werden.</li><li>Objekte wie z. B. Kurven können mit Hilfe von Anfasserpunkten verändert werden.</li><li><strong style=""color: rgb(0, 128, 0);"">SVG</strong><span style=""color: rgb(0, 128, 0);""> und </span><strong style=""color: rgb(0, 128, 0);"">EPS</strong><span style=""color: rgb(0, 128, 0);""> </span>sind Dateiformate zur Speicherung von Vektorgrafiken.</li><li>Browser können Grafiken im SVG-Format anzeigen.</li></ul>",,"ie_vektorgrafik2.jpg","0","0","29 Vektorgrafiken",,,"1574190091000","FALSE","419",,
"1542916036000","<p><span style=""color: #808080;"">Abbildung: JPG-Bild mit sehr hoher Komprimierung</span></p><p><span style=""color: #000000;"">Wird ein Bild im JPG-Format komprimiert, ben&#246;tigt es weniger Speicherplatz, die Qualit&#228;t wird jedoch schlechter - wie im Bild deutlich sichtbar.</span></p><p><span style=""color: #008000;""><strong>JPG</strong></span> (auch jpeg oder jpe)</p><p>Grafikformat zur Speicherung von Bildern mit verlustbehafteter Kompression.<br />Die meisten Fotos im Internet werden im Format JPG gespeichert.</p><p><strong><span style=""color: #008000;"">PNG</span></strong></p><p>Grafikformat mit verlustfreier (lossless) Kompression. Die Qualit&#228;t der komprimierten Bilder bleibt erhalten.<br />PNG unterst&#252;tzt auch Transparenz. <br />PNG ist das meistverwendete verlustfreie Grafikformat im Internet.</p>","3","Achte auf die Bildfehler! Welches der Bilder ist im JPG-Format?","komprimiert_hoch.jpg","<p><span style=""color: #808080;"">Abbildung: JPG-Bild mit sehr hoher Komprimierung</span></p><p><span style=""color: #000000;"">Wird ein Bild im JPG-Format komprimiert, ben&#246;tigt es weniger Speicherplatz, die Qualit&#228;t wird jedoch schlechter - wie im Bild deutlich sichtbar.</span></p><p><span style=""color: #008000;""><strong>JPG</strong></span> (auch jpeg oder jpe)</p><p>Grafikformat zur Speicherung von Bildern mit verlustbehafteter Kompression.<br />Die meisten Fotos im Internet werden im Format JPG gespeichert.</p><p>&#160;</p><p><strong><span style=""color: #008000;"">PNG</span></strong></p><p>Grafikformat mit verlustfreier (lossless) Kompression. Die Qualit&#228;t der komprimierten Bilder bleibt erhalten.<br />PNG unterst&#252;tzt auch Transparenz. <br />PNG ist das meistverwendete verlustfreie Grafikformat im Internet.</p>","komprimiert_hoch.jpg","ie_png_jpg.jpg","0","1","10 PNG-Format",,,"1574190091000","FALSE","415","411","411"
"1542916039000","<p>Eine <span style=""color: #008000;""><strong>Vektorgrafik</strong> </span>ist aus <span style=""color: #008000;""><strong>Objekten</strong> </span>wie Linien, Kreisen, Polygonen oder&#160; Kurven zusammengesetzt.</p><p>Neben der Form und Position der Objekte werden auch die Farbe, Strichst&#228;rke, diverse F&#252;llmuster und weitere, das Aussehen bestimmende Daten angegeben.</p><p>Um beispielsweise das Bild eines Kreises zu speichern, ben&#246;tigt eine Vektorgrafik mindestens zwei Werte: die Lage des Kreismittelpunkts und den Kreisdurchmesser.</p>","3","Können Vektorgrafiken ohne Qualitätsverlust vergrößert werden? Abbildung: Vektorgrafik",,"<p>Eine <span style=""color: #008000;""><strong>Vektorgrafik</strong> </span>ist aus <span style=""color: #008000;""><strong>Objekten</strong> </span>wie Linien, Kreisen, Polygonen oder&#160; Kurven zusammengesetzt.</p><p>Neben der Form und Position der Objekte werden auch die Farbe, Strichst&#228;rke, diverse F&#252;llmuster und weitere das Aussehen bestimmende Daten angegeben.</p><p>Um beispielsweise das Bild eines Kreises zu speichern, ben&#246;tigt eine Vektorgrafik mindestens zwei Werte: die Lage des Kreismittelpunkts und den Kreisdurchmesser.</p>",,"ie_vektorgrafik.jpg","0","1","01 Vektorgrafiken",,,"1574190091000","FALSE","413",,
"1542916048000","<p><span style=""color: #008000;""><strong>Rastergrafiken</strong> </span>bestehen aus Bildpunkten (Pixel).</p><p>Bei der Vergr&#246;&#223;erung einer Rastergrafik werden die Bildpunkte sichtbar. Es tritt ein Qualit&#228;tsverlust ein.</p><p><span style=""color: #008000;""><strong>Vektorgrafiken</strong> </span>k&#246;nnen ohne Qualit&#228;tsverluste vergr&#246;&#223;ert werden.</p>","3","Wird eine Rastergrafik beim Vergrößern unscharf?
Abbildung: Rastergrafik",,"<p><span style=""color: #008000;""><strong>Rastergrafiken</strong> </span>bestehen aus Bildpunkten (Pixel).</p><p>Bei der Vergr&#246;&#223;erung einer Rastergrafik werden die Bildpunkte sichtbar. Es tritt ein Qualit&#228;tsverlust ein.</p>",,"ie_pixelgrafik.jpg","0","1","02 Raster- oder Pixelgrafiken",,,"1574190091000","FALSE","414",,
"1542916053000","<p>Bei der verlustfreien Kompression geht keine Information verloren. Die Qualität eines Bildes wird nicht schlechter.</p><p>Die Daten werden anders als vorher dargestellt, indem bestimmte Wiederholungen erkannt und entfernt werden.</p><p><strong style=""color: rgb(0, 128, 0);"">PNG</strong>-Grafiken werden verlustfrei (lossless) komprimiert.</p>","3","Was bedeutet verlustfreie Kompression von Bildern?",,"<p>&nbsp;</p><p>Bei der verlustfreien Kompression geht keine Information verloren. Die Qualität eines Bildes wird nicht schlechter.&nbsp;</p><p>Die Daten werden anders als vorher dargestellt, indem bestimmte Wiederholungen erkannt und entfernt werden.&nbsp;</p><p><strong style=""color: rgb(0, 128, 0);"">PNG</strong>-Grafiken werden verlustfrei (lossless) komprimiert.</p>",,,"0","1","05 Verlustfreie Kompression",,,"1574190091000","FALSE",,,
"1542916057000",,"3","Welche der Bildformate verfügen über eine verlustfreie Kompression?",,"<p><strong style=""color: rgb(0, 128, 0);"">PNG</strong><strong>:</strong> Grafikformat mit verlustfreier (lossless) Kompression. PNG unterstützt neben unterschiedlichen Farbtiefen auch Transparenz. </p><p>PNG ist das meistverwendete verlustfreie Grafikformat im Internet.</p><p><strong style=""color: rgb(0, 128, 0);"">GIF</strong><strong>:</strong> Grafikformat mit verlustfreier Kompression für Bilder mit bis zu 256 Farben. </p><p>GIF-Bilder können auch Transparenz darstellen.</p><p>GIF-Bilder können aus mehreren Einzelbildern bestehen, die als Animation abgespielt werden.</p><p><strong style=""color: rgb(0, 128, 0);"">TIF</strong><strong>:</strong> Professionelles Grafikformat für den Austausch von hochwertigen Bilddateien.</p><p>TIFF speichert mit verlustfreier Kompression und erlaubt hohe Farbtiefen.</p><p><strong style=""color: rgb(0, 128, 0);"">JPEG 2000</strong> ermöglicht sowohl verlustfreie als auch verlustbehaftete Kompression.</p>",,,"0","0","06 Bildformate verlustfrei",,,"1574190091000","FALSE",,,
"1542916058000",,"3","Um welche Art von Grafik handelt es sich?",,"<p><span style=""color: #008000;""><strong><span style=""color: #008000;""><strong>Vektorgrafiken</strong> <br /></span></strong><span style=""color: #008000;""><span style=""color: #000000;"">bestehen aus Objekten wie Kreis, Linien, Kurven.</span></span><span style=""color: #008000;""><br /></span><span style=""color: #000000;"">Vektorgrafiken k&#246;nnen beliebig ohne Qualit&#228;tsverlust vergr&#246;&#223;ert werden.</span></span></p><p><span style=""color: #008000;""><strong>Rastergrafiken / Pixelgrafiken</strong></span> <br />bestehen aus Bildpunkten (Pixel), denen Farbinformationen zugeordnet sind. Die Gr&#246;&#223;e der Grafik h&#228;ngt von der Anzahl und Gr&#246;&#223;e dieser Bildpunkte ab.</p><p>Rastergrafiken k&#246;nnen nicht beliebig vergr&#246;&#223;ert werden: Je st&#228;rker die Vergr&#246;&#223;erung ist, desto mehr erkennt man Pixelstrukturen.</p>",,"ie_vektorgrafik.jpg","0","1","07 Art von Grafik?",,,"1574190091000","FALSE","413",,
"1542916070000",,"3","Fotos, die schutzwürdige Interessen von abgebildeten Person verletzen, dürfen nicht veröffentlicht werden. Was sind Verletzungen schutzwürdiger Interessen?",,"",,,"0","0","19 Schutzwürdige Interessen",,,"1574190091000","FALSE",,,
"1542916072000",,"3","Weist dieses Bild hohe oder geringe Farbsättigung auf?",,"",,"ie_farbsaettigung1.jpg","0","1","10 Sättigung - Saturation",,,"1542953946000","FALSE","430",,
"1542916075000","<p>Bild: Der Kontrast wurde erh&#246;ht, dadurch wirkt das Bild klarer.</p>","3","Ein Landschaftsbild wirkt etwas flau und dunstig. Daher könnte ich ...","ie_kontrast.jpg","",,"ie_flau.jpg","0","1","01 Bild ist flau",,,"1542953946000","FALSE","420",,"421"
"1542916079000","<p class=""western"">Hier kann man sich die ppi selber ausrechnen:</p><p>&#160;</p><p class=""western""><a href=""http://www.bildergalerie-hamburg.de/mobil/dpi-rechner.php"">http://www.bildergalerie-hamburg.de/mobil/dpi-rechner.php</a></p>","3","In welcher Einheit wird die Auflösung eines Bildausdrucks angegeben?",,"<p>Je höher die <strong style=""color: rgb(0, 128, 0);"">Auflösung</strong> eines Fotos ist, desto besser ist die Qualität der Darstellung.</p><p>&nbsp;</p><p>Die Auflösung wird in <strong style=""color: rgb(0, 128, 0);"">ppi</strong><span style=""color: rgb(0, 0, 0);""> (pixel per inch) oder </span><strong style=""color: rgb(0, 128, 0);"">dpi</strong> (dots per inch) angegeben.</p><p>Eine Auflösung von 300 ppi bedeutet, dass auf ein Inch (2,54 cm) 300 Bildpunkte kommen.</p><p>&nbsp;</p><p><strong>Einige Auflösungen</strong></p><p>&nbsp;</p><p><strong style=""color: rgb(0, 128, 0);"">Plakat (ca. 5m lang): </strong><span style=""color: rgb(0, 51, 102);"">20 ppi</span></p><p><strong style=""color: rgb(0, 128, 0);"">Poster (A1)</strong><strong style=""color: rgb(0, 51, 102);"">:</strong> 75 ppi</p><p><strong style=""color: rgb(0, 128, 0);"">Foto:</strong> 300 ppi</p><p><strong style=""color: rgb(0, 128, 0);"">Drucker:</strong> bis 1200 ppi</p><p>&nbsp;</p><p>Je geringer der Betrachtungsabstand ist, desto höher sollte die Auflösung sein.</p>","m8_ppi.jpg",,"0","0","21 ppi",,,"1574190091000","FALSE",,"416",
"1542916082000","<p>Im Bild wurden die Flecken wegretuschiert.</p>","3","Aus einem alten Bild sollen Flecken entfernt werden. Der Vorgang heißt ...",,"",,"ie_retuschieren.jpg","0","1","02 Retuschieren",,,"1542953946000","FALSE","423",,
"1542916087000",,"3","Welche Aussagen treffen zu?",,"<p><span style=""color: #008000;""><strong>JPG-Bilder sind komprimiert!</strong></span></p><p>Hohe Kompression: kleine Dateigr&#246;&#223;e daf&#252;r Qualit&#228;tsverlust</p><p>Niedrige Kompression: gr&#246;&#223;ere Dateigr&#246;&#223;e daf&#252;r geringerer Qualit&#228;tsverlust</p>",,"ie_kompression2.jpg","0","0","27 Kompression",,,"1574190091000","FALSE","418",,
"1542916097000",,"3","Eine Rastergrafik besteht aus ...",,"",,"ie_rastergrafik.jpg","0","1","06 Rastergrafik",,,"1542953946000","FALSE","426",,
"1542916111000","<p>Bilder bestehen aus Bildpunkten, denen Farben zugeordnet sind. Die Farbtiefe gibt an, wie viele Farbabstufungen m&#246;glich sind und wird in Bit angegeben.</p>","3","Was bedeutet Farbtiefe?",,"",,,"0","1","32 Farbtiefe",,,"1574190091000","FALSE",,,
"1542916131000",,"3","Das RGB-Modell kann mit drei Scheinwerfern verglichen werden. Welche Farbe entsteht, wenn sich die drei Farben überlagern?",,"",,"ie_rgb.jpg","0","1","17 RGB",,,"1542953946000","FALSE","435",,
"1542916196000","","3","Welche Farbe entsteht durch eine Mischung der drei Farben Magenta, Yellow und Cyan?",,"<p>Es gibt zwei wichtige Farbmodi:</p><p><span style=""color: #339966;""><strong>RGB-Modus</strong></span> (Rot - Gr&#252;n - Blau), additiv<br /><span style=""color: #339966;""><strong>CMYK-Modus</strong></span> (Cyan &#8211; Magenta &#8211; Yellow &#8211; Key), subtraktiv</p><p><strong>Mit dem Farbraum CMYK wird gedruckt!</strong> Auf den Papierb&#246;gen werden die Farben nacheinander aufgebracht. Durch die &#220;berlagerung der Farben (subtraktive Farbmischung) entsteht das Bild.</p>",,"ie_cmyk.jpg","0","1","16 CMYK",,,"1542953946000","FALSE","387",,
"1542916246000",,"3","Welches Farbmodell wird für Farbfernseher verwendet? Bild: Vom Bildschirm eines Fernsehers abfotografiert und stark vergrößert",,"",,"ie_farbfernseher_rgb (copy 1).jpg","0","1","19 Farbmodell Fernseher",,,"1542953946000","FALSE","437",,
"1542916252000",,"3","Was bedeutet Farbtiefe? Bild: Grafik mit 1-Bit Farbtiefe (Zwei Zustände 0 oder 1, daher Schwarz oder Weiß)",,"",,"ie_1bit_farbtiefe.jpg","0","1","20 Farbtiefe",,,"1542953946000","FALSE","438",,
"1542916291000",,"3","Welches der Farbmodelle wird häufig bei einem Druck eingesetzt?",,"",,,"0","1","24 Farbmodell",,,"1542953946000","FALSE",,,
"1542916304000",,"3","Welche Aussage passt zu Sättigung?",,"",,"ie_saettigung_1.jpg","0","1","15 Sättigung",,,"1542953946000","FALSE","434",,
"1542916378000","<p>Das Urheberrecht schützt das geistige Eigentum. Es betrifft Texte, Bilder, Filme, Musik und zum Teil Datensammlungen.</p><p>Jedes Werk, das eine gewisse Eigenständigkeit hat, ist urheberrechtlich geschützt. Der/die Urheber*in kann bestimmen, unter welchen Bedingungen sein/ihr Werk verwendet wird.</p>","3","Für Bilder gilt das Urheberrecht. Wann erlischt das Urheberrecht?",,"<p>Das Urheberrecht schützt das geistige Eigentum. Es betrifft Texte, Bilder, Filme, Musik und zum Teil Datensammlungen.</p><p><br></p><p>Jedes Werk, das eine gewisse Eigenständigkeit hat, ist urheberrechtlich geschützt. Der/die Urheber*in kann bestimmen, unter welchen Bedingungen sein/ihr Werk verwendet wird.</p>",,,"0","1","11 Bild - Urheberrecht",,,"1574190091000","FALSE",,,
"1542916382000",,"3","Um welche Art von Grafik handelt es sich?",,"<p><strong style=""color: rgb(0, 128, 0);"">Rastergrafiken / Pixelgrafiken</strong> </p><p>bestehen aus Bildpunkten (Pixel), denen Farbinformationen zugeordnet sind. Die Größe der Grafik hängt von der Anzahl und Größe dieser Bildpunkte ab.</p><p>Rastergrafiken können nicht beliebig vergrößert werden: Je stärker die Vergrößerung ist, desto mehr erkennt man Pixelstrukturen.</p><p><strong style=""color: rgb(0, 128, 0);"">Vektorgrafiken</strong><span style=""color: rgb(0, 128, 0);""> </span></p><p><span style=""color: rgb(0, 0, 0);"">bestehen aus Objekten wie Kreis, Linien, Kurven.</span></p><p>Vektorgrafiken können beliebig ohne Qualitätsverlust vergrößert werden.</p>",,"ie_pixelgrafik.jpg","0","1","08 Art von Grafik?",,,"1574190091000","FALSE","414",,
"1542953207000",,"3","Benötigen komprimierte Bilder mehr oder weniger Speicherplatz als das Original?","komprimiert_hoch.jpg","<p><span style=""color: #808080;"">Abbildung: Bild im JPG-Format mit einer sehr hohen Komprimierung aber nur 2,14 KB Speicherbedarf</span></p><p><span style=""color: #008000;""><strong>JPG</strong> </span>(auch JPEG ) ist das g&#228;ngigste Dateiformat f&#252;r Fotos.<br />Bei der Komprimierung werden weniger wichtige Bildinhalte entfernt - <span style=""color: #008000;""><strong>Bildinformationen gehen verloren.</strong></span></p><p><strong><span style=""color: #000000;"">Komprimierte Bilder brauchen weniger Speicherplatz als unkomprimierte Bilder.</span><br /></strong></p>","komprimiert_hoch.jpg",,"0","1","04 Komprimierte Bilder",,,"1574190091000","FALSE",,"411","411"
"1542953259000","<p>Der Begriff „lizenzfrei“ ist hier irreführend. Diese Bilder sind nicht kostenlos! Der/die Anwender*in erwirbt gegen eine einmalige Zahlung ein sehr weitreichendes Nutzungsrecht an einem Bild. So kann er/sie das Bild <strong>auf der ganzen Welt und für beliebige Zeit verwenden</strong>.</p><p>&nbsp;</p><p>Einschränkungen gibt es typischerweise im Druckbereich, wo z.B. ab einer Auflagenhöhe von 250.000 Exemplaren zusätzlich bezahlt werden muss.</p>","3","Welche Aussage über Royalty Free (RF) Lizenzen bzw. ""lizenzfreie"" Bilder ist richtig?",,"<p>Der Begriff „lizenzfrei“ ist hier irreführend. Diese Bilder sind nicht kostenlos! Der/die Anwender*in erwirbt gegen eine einmalige Zahlung ein sehr weitreichendes Nutzungsrecht an einem Bild. So kann er/sie das Bild <strong>auf der ganzen Welt und für beliebige Zeit verwenden</strong>.</p><p><br></p><p>Einschränkungen gibt es typischerweise im Druckbereich, wo z.B. ab einer Auflagenhöhe von 250.000 Exemplaren zusätzlich bezahlt werden muss.</p>",,,"0","1","13 Royalty Free (RF) ",,,"1574190091000","FALSE",,,
"1542953923000",,"3","Warum gibt es auf diesem Bild Bildfehler? Gerade der Hintergrund wirkt fleckig.",,"",,"ie_kompr.jpg","0","1","03 Komprimierung",,,"1542953946000","FALSE","424",,
"1542953930000",,"3","Nach der Komprimierung eines Bildes gibt es keinen Unterschied zu dem Original. Wie nennt man diese Komprimierung? Abbildung: Original und komprimiertes Bild",,"",,"ie_lossless.jpg","0","1","04 Komprimierung",,,"1542953946000","FALSE","425",,
"1542953946000","<p>Kein Qualit&#228;tsverlust beim Vergr&#246;&#223;ern!</p>","3","Eine Vektorgrafik besteht aus ...","ie_vektorgrafik.jpg","",,"ie_vektorgrafik2.jpg","0","1","07 Vektorgrafik",,,"1542953946000","FALSE","419",,"413"
"1542962335000","<p>Im Windows Explorer wurde die Ansicht auf <em>Große Symbole</em> umgestellt. Damit sind Vorschaubilder zusehen.</p>","1","Welche Ordneransicht wurde hier gewählt?",,"","CG Große Symbole","dateiliste_grosse_Symbole.jpg","0","1","Ordneransicht",,,"1605045361000","FALSE","535","17864",
"1542995784000",,"65","Was ist bei einer regelmäßigen Datensicherung wichtig?",,"<p>Im Falle eines Datenverlustes sollen die Daten aus einem Backup wiederhergestellt werden. Dafür ist ein Konzept bzw. eine Ablaufplanung notwendig.</p><p>Backup ist eine Sicherungskopie von Daten</p>",,,"0","1","21 Datensicherung",,,"1611865134000","FALSE",,,
"1543432946000","","33","Welche Aussage passt zu WLAN?",,"<p><span style=""color: #003300;""><strong>WLAN</strong></span> ist die Abk&#252;rzung f&#252;r <span style=""color: #008000;""><strong>Wireless Local Area Network</strong></span></p>",,,"0","1","26 WLAN",,,"1605980967000","FALSE",,,
"1556954017000",,"2","Welche Anzeigoption muss man wählen, damit die Registerkarten mit den Symbolen immer angezeigt werden?",,"",,"Optionen.jpg","0","1","7",,,"1556954017000","FALSE","700",,
"1563186239000",,"2","Welches ist das Formatierungszeichen ""Zeilenumbruch""?","m3_formatierungssymbole_erkl (copy 2).jpg","",,"m3_formatierungssymbole_abcd.jpg","0","1","18 Formatierungssymbole",,,"1591533990000","FALSE","688",,"675"
"1573980361000",,"33","Welcher Teil der E-Mail-Adresse buero@easy4me.info ist der Benutzername?",,"<p>Jede E-Mail-Adresse enthält das At-Zeichen <strong>@</strong>, das <strong style=""color: rgb(0, 128, 0);"">Benutzername</strong> und <strong style=""color: rgb(128, 0, 128);"">Domain</strong> trennt.</p><p><strong style=""color: rgb(0, 128, 0);"">buero</strong><strong>@</strong><strong style=""color: rgb(128, 0, 128);"">easy4me</strong><strong>.info</strong></p><p>Für E-Mailadressen gelten die gleichen Regeln wie für Webadressen: Sie dürfen beispielsweise keine Leerzeichen und Umlaute enthalten.</p><p>Bei den Top-Level-Domains wird unterschieden: <strong>geografische Top-Level-Domains</strong> (<strong>TLDs</strong>) wie z. B. at (Österreich), de (Deutschland) und <strong>allgemeine TLDs</strong> wie com (international), eu (Europäische Union), org (Organisation) und edu (Education).</p>",,,"0","1","04 E-Mailadresse",,,"1606935481000","FALSE",,,
"1574189756000",,"4","Was ist eine Zeile in einer Datentabelle?",,"",,,"0","1","18 Datensatz",,,"1574189761000","FALSE",,,
"1574189761000",,"4","Welche Auswirkungen kann es haben, wenn nachträglich ein Feldname in einer Tabelle geändert wird?",,"",,,"0","1","09 Feldnamen ändern",,,"1574189761000","FALSE",,,
"1591532576000","","2","Wie wird einem Text die Formatvorlage ""Intensive Hervorhebung"" zugewiesen?",,"<p>Meist wird einem Text die Formatvorlagen &#220;berschrift 1, &#220;berschrift 2 usw. zugewiesen, aber es gibt auch weitere empfehlenswerte Formatvorlagen!</p>",,"m3_intens_hervorheb.jpg","0","1","09 Formatvorlage Intensive Hervorhebung",,,"1591533990000","FALSE","677",,
"1591533985000",,"2","Wie kann in einer Tabelle eine Zeile ausgewählt werden?",,"",,"03_Tabelle_Zeile_markieren.jpg","0","1","21 Zeile markieren",,,"1591533990000","FALSE","690",,
"1591533990000","<p>Merkhilfen:</p><p>C f&#252;r copy</p><p>V f&#252;r Auslasszeichen</p><p>G f&#252;r Gehe zu</p><p>X als Scherensymbol</p><p>F f&#252;r Finden</p><p>&#160;</p>","2","Welche Tastenkombination wird zum Kopieren von Text oder Grafiken verwendet?",,"",,,"0","1","27 Tastaturkürzel",,,"1591533990000","FALSE",,,
"1601448040000",,"1","Wozu dient der Schnellzugriff im Windows-Explorer?",,"",,"schnellzugriff.jpg","0","0","29 Schnellzugriff",,,"1611594279000","FALSE","474",,
"1601448148000",,"1","Welche Informationen treffen zu?",,"",,"cg-Systeminformationen","0","0","22 Windows 10 Systeminformationen",,,"1611594279000","FALSE",,,
"1601448156000",,"1","Kann diese Festplatte als eine externe oder interne Festplatte bezeichnet werden?",,"",,"usb-festplatte_weiss.jpg","0","1","24 Festplatte",,,"1611594279000","FALSE","557",,
"1601448343000",,"1","Kann diese Festplatte als eine externe oder interne Festplatte bezeichnet werden?",,"","cg_festplatte_2_tb.png","cg_festplatte_2_tb.png","0","1","25 Festplatte",,,"1611594279000","FALSE","17960","17960",
"1601448363000",,"1","Die Information über einen Ordner kann mit einem Rechtsklick auf den Ordner angezeigt werden. Welche Aussagen sind richtig? (2 Antworten möglich)",,"",,"Ordnerinfromation.jpg","0","0","26 Information über einen Ordner",,,"1611594279000","FALSE","558",,
"1602326251000",,"1","Was wird in diesem Fenster angezeigt?",,"",,"Laufwerk_C.jpg","0","1","35 Speicherplatz",,,"1611864882000","FALSE","458",,
"1603044401000",,"2","Welche dieser Optionen muss man aktivieren, damit alle Registerkarten mit den Schaltflächen immer angezeigt werden?",,"",,"Optionen.jpg","0","1","Anzeige anpassen 2",,,"1603044401000","FALSE","700",,
"1603475772000",,"65","Welche Gefahren gehen von Apps aus nicht offiziellen App Stores aus?",,"",,,"0","0","03 Appstores",,,"1606164951000","FALSE",,,
"1603544279000",,"65","Das Anhängen eines Computers mit einem Sicherungskabel (=Stahlseil)...",,"",,,"0","1","31 Sicherungskabel",,,"1606164951000","FALSE",,,
"1603918341000",,"65","Welche Aussagen passen zu SSID?",,"",,"ssid.jpg","0","0","43 SSID",,,"1606164951000","FALSE","618",,
"1603962942000","","65","Welcher Begriff passt zu einer EDV-Firma, die Kundendaten für den Versandhandel speichert?",,"<p>Die Datenschutz-Grundverordnung ist eine Verordnung der Europ&#228;ischen Union, mit der die Regeln zur Verarbeitung personenbezogener Daten durch die meisten Datenverarbeiter, sowohl private wie &#246;ffentliche, EU-weit vereinheitlicht werden.</p><p>(Quelle Wikipedia)</p>",,,"0","1","05 DSGVO",,,"1606164951000","FALSE",,,
"1603974761000",,"65","Welche Aussage ist für personenbezogene Daten richtig?",,"",,,"0","0","28 personenbezogene Daten",,,"1606164951000","FALSE",,,
"1604405164000",,"97","Was bedeutet es, wenn die Versionsverwaltung für Dokumente in OneDrive aktiviert ist?",,"<p><strong style=""color: rgb(0, 128, 0);"">Versionsverwaltung für Dokumente </strong></p><p>Manchmal möchte man nachvollziehen können, welche Änderungen an einem Dokument in letzter Zeit durchgeführt wurden.</p><p>Mit Hilfe einer Versionsverwaltung werden alle Versionen eines Dokuments in einem Archiv zeitlich erfasst und mit der Benutzerkennung gespeichert. So können sie später wiederhergestellt werden. Auch kann man feststellen, wer wann was geändert hat.</p><p><span style=""color: rgb(128, 128, 128);"">Beispiel: Ein Vertrag wurde geändert. Mit einer Versionsverwaltung kann der Zustand des Dokument zu einem früheren Zeitpunkt wiederhergestellt und mit anderen Versionen verglichen werden.</span></p>",,,"0","0","04 Versionsverwaltung",,,"1606934959000","FALSE",,,
"1604406490000",,"97","Was versteht man unter Cloud-Service-Provider oder vereinfacht Cloud-Provider?",,"",,,"0","1","23 Cloud-Service-Provider",,,"1606934959000","FALSE",,,
"1604406530000",,"97","Wozu eignet sich ein Online-Kalender?",,"<p>Ein <strong style=""color: rgb(0, 128, 0);"">Online - Kalender</strong> ist ein online-basierter Dienst zur Verwaltung von Terminen</p><ul><li>Benutzer*innen können Termine eintragen, ändern oder löschen.</li><li>Per E-Mail, SMS oder Pop-Up kann man sich an Termine erinnern lassen.</li><li>Online-Kalender können mit Lese- oder Schreib- und Leseberechtigung mit anderen Benutzer*innen geteilt werden. Zur besseren Übersicht können Kalender aus- und eingeblendet werden.</li><li>Einladungen zu Veranstaltungen oder sonstigen Terminen werden vom Kalender per E-Mail verschickt. Der/die Eingeladene bekommt die Anfrage und kann die Einladung annehmen bzw. ablehnen und dem/der Einladenden eine Nachricht senden.</li><li>Der Kalender ist mit Suchbegriffen vollständig durchsuchbar.</li><li>Kalender können mit mobilen Geräten problemlos synchronisiert werden.</li></ul>",,,"0","0","10 Online-Kalender",,,"1606934766000","FALSE",,,
